GID_1,GID_0,NAME_0,lookup
ABW.1,ABW,Aruba,1
AIA.1,AIA,Anguilla,54
ATA.1,ATA,Antarctica,136
BLM.1,BLM,Saint-BarthÃ©lemy,302
BVT.1,BVT,Bouvet Island,397
CCK.1,CCK,Cocos Islands,444
COK.1,COK,Cook Islands,580
CUW.1,CUW,CuraÃ§ao,661
CXR.1,CXR,Christmas Island,662
FLK.1,FLK,Falkland Islands,921
GIB.1,GIB,Gibraltar,995
HMD.1,HMD,Heard Island and McDonald Islands,1119
IOT.1,IOT,British Indian Ocean Territory,1264
KIR.1,KIR,Kiribati,1555
MAF.1,MAF,Saint-Martin,1732
MCO.1,MCO,Monaco,1748
MDV.1,MDV,Maldives,1792
MHL.1,MHL,Marshall Islands,1825
NFK.1,NFK,Norfolk Island,2115
NIU.1,NIU,Niue,2171
PCN.1,PCN,Pitcairn Islands,2275
SGS.1,SGS,South Georgia and the South Sandwich Islands,2765
SXM.1,SXM,Sint Maarten,2920
VAT.1,VAT,Vatican City,3448
XCL.1,XCL,Clipperton Island,3573
XPI.1,XPI,Paracel Islands,3586
XSP.1,XSP,Spratly Islands,3587
AFG.1_1,AFG,Afghanistan,2
AFG.2_1,AFG,Afghanistan,13
AFG.3_1,AFG,Afghanistan,24
AFG.4_1,AFG,Afghanistan,30
AFG.5_1,AFG,Afghanistan,31
AFG.6_1,AFG,Afghanistan,32
AFG.7_1,AFG,Afghanistan,33
AFG.8_1,AFG,Afghanistan,34
AFG.9_1,AFG,Afghanistan,35
AFG.10_1,AFG,Afghanistan,3
AFG.11_1,AFG,Afghanistan,4
AFG.12_1,AFG,Afghanistan,5
AFG.13_1,AFG,Afghanistan,6
AFG.14_1,AFG,Afghanistan,7
AFG.15_1,AFG,Afghanistan,8
AFG.16_1,AFG,Afghanistan,9
AFG.17_1,AFG,Afghanistan,10
AFG.18_1,AFG,Afghanistan,11
AFG.19_1,AFG,Afghanistan,12
AFG.20_1,AFG,Afghanistan,14
AFG.21_1,AFG,Afghanistan,15
AFG.22_1,AFG,Afghanistan,16
AFG.23_1,AFG,Afghanistan,17
AFG.24_1,AFG,Afghanistan,18
AFG.25_1,AFG,Afghanistan,19
AFG.26_1,AFG,Afghanistan,20
AFG.27_1,AFG,Afghanistan,21
AFG.28_1,AFG,Afghanistan,22
AFG.29_1,AFG,Afghanistan,23
AFG.30_1,AFG,Afghanistan,25
AFG.31_1,AFG,Afghanistan,26
AFG.32_1,AFG,Afghanistan,27
AFG.33_1,AFG,Afghanistan,28
AFG.34_1,AFG,Afghanistan,29
AGO.1_1,AGO,Angola,36
AGO.2_1,AGO,Angola,46
AGO.3_1,AGO,Angola,47
AGO.4_1,AGO,Angola,48
AGO.5_1,AGO,Angola,49
AGO.6_1,AGO,Angola,50
AGO.7_1,AGO,Angola,51
AGO.8_1,AGO,Angola,52
AGO.9_1,AGO,Angola,53
AGO.10_1,AGO,Angola,37
AGO.11_1,AGO,Angola,38
AGO.12_1,AGO,Angola,39
AGO.13_1,AGO,Angola,40
AGO.14_1,AGO,Angola,41
AGO.15_1,AGO,Angola,42
AGO.16_1,AGO,Angola,43
AGO.17_1,AGO,Angola,44
AGO.18_1,AGO,Angola,45
ALA.1_1,ALA,Ãland,55
ALA.2_1,ALA,Ãland,63
ALA.3_1,ALA,Ãland,64
ALA.4_1,ALA,Ãland,65
ALA.5_1,ALA,Ãland,66
ALA.6_1,ALA,Ãland,67
ALA.7_1,ALA,Ãland,68
ALA.8_1,ALA,Ãland,69
ALA.9_1,ALA,Ãland,70
ALA.10_1,ALA,Ãland,56
ALA.11_1,ALA,Ãland,57
ALA.12_1,ALA,Ãland,58
ALA.13_1,ALA,Ãland,59
ALA.14_1,ALA,Ãland,60
ALA.15_1,ALA,Ãland,61
ALA.16_1,ALA,Ãland,62
ALB.1_1,ALB,Albania,71
ALB.2_1,ALB,Albania,75
ALB.3_1,ALB,Albania,76
ALB.4_1,ALB,Albania,77
ALB.5_1,ALB,Albania,78
ALB.6_1,ALB,Albania,79
ALB.7_1,ALB,Albania,80
ALB.8_1,ALB,Albania,81
ALB.9_1,ALB,Albania,82
ALB.10_1,ALB,Albania,72
ALB.11_1,ALB,Albania,73
ALB.12_1,ALB,Albania,74
AND.1_1,AND,Andorra,83
AND.2_1,AND,Andorra,84
AND.3_1,AND,Andorra,85
AND.4_1,AND,Andorra,86
AND.5_1,AND,Andorra,87
AND.6_1,AND,Andorra,88
AND.7_1,AND,Andorra,89
ARE.1_1,ARE,United Arab Emirates,90
ARE.2_1,ARE,United Arab Emirates,91
ARE.3_1,ARE,United Arab Emirates,92
ARE.4_1,ARE,United Arab Emirates,93
ARE.5_1,ARE,United Arab Emirates,94
ARE.6_1,ARE,United Arab Emirates,95
ARE.7_1,ARE,United Arab Emirates,96
ARG.1_1,ARG,Argentina,97
ARG.2_1,ARG,Argentina,108
ARG.3_1,ARG,Argentina,114
ARG.4_1,ARG,Argentina,115
ARG.5_1,ARG,Argentina,116
ARG.6_1,ARG,Argentina,117
ARG.7_1,ARG,Argentina,118
ARG.8_1,ARG,Argentina,119
ARG.9_1,ARG,Argentina,120
ARG.10_1,ARG,Argentina,98
ARG.11_1,ARG,Argentina,99
ARG.12_1,ARG,Argentina,100
ARG.13_1,ARG,Argentina,101
ARG.14_1,ARG,Argentina,102
ARG.15_1,ARG,Argentina,103
ARG.16_1,ARG,Argentina,104
ARG.17_1,ARG,Argentina,105
ARG.18_1,ARG,Argentina,106
ARG.19_1,ARG,Argentina,107
ARG.20_1,ARG,Argentina,109
ARG.21_1,ARG,Argentina,110
ARG.22_1,ARG,Argentina,111
ARG.23_1,ARG,Argentina,112
ARG.24_1,ARG,Argentina,113
ARM.1_1,ARM,Armenia,121
ARM.2_1,ARM,Armenia,124
ARM.3_1,ARM,Armenia,125
ARM.4_1,ARM,Armenia,126
ARM.5_1,ARM,Armenia,127
ARM.6_1,ARM,Armenia,128
ARM.7_1,ARM,Armenia,129
ARM.8_1,ARM,Armenia,130
ARM.9_1,ARM,Armenia,131
ARM.10_1,ARM,Armenia,122
ARM.11_1,ARM,Armenia,123
ASM.1_1,ASM,American Samoa,132
ASM.2_1,ASM,American Samoa,133
ASM.3_1,ASM,American Samoa,134
ASM.4_1,ASM,American Samoa,135
ATF.1_1,ATF,French Southern Territories,137
ATF.2_1,ATF,French Southern Territories,138
ATF.3_1,ATF,French Southern Territories,139
ATF.4_1,ATF,French Southern Territories,140
ATG.1_1,ATG,Antigua and Barbuda,141
ATG.2_1,ATG,Antigua and Barbuda,142
ATG.3_1,ATG,Antigua and Barbuda,143
ATG.4_1,ATG,Antigua and Barbuda,144
ATG.5_1,ATG,Antigua and Barbuda,145
ATG.6_1,ATG,Antigua and Barbuda,146
ATG.7_1,ATG,Antigua and Barbuda,147
ATG.8_1,ATG,Antigua and Barbuda,148
AUS.1_1,AUS,Australia,149
AUS.2_1,AUS,Australia,152
AUS.3_1,AUS,Australia,153
AUS.4_1,AUS,Australia,154
AUS.5_1,AUS,Australia,155
AUS.6_1,AUS,Australia,156
AUS.7_1,AUS,Australia,157
AUS.8_1,AUS,Australia,158
AUS.9_1,AUS,Australia,159
AUS.10_1,AUS,Australia,150
AUS.11_1,AUS,Australia,151
AUT.1_1,AUT,Austria,160
AUT.2_1,AUT,Austria,161
AUT.3_1,AUT,Austria,162
AUT.4_1,AUT,Austria,163
AUT.5_1,AUT,Austria,164
AUT.6_1,AUT,Austria,165
AUT.7_1,AUT,Austria,166
AUT.8_1,AUT,Austria,167
AUT.9_1,AUT,Austria,168
AZE.1_1,AZE,Azerbaijan,169
AZE.2_1,AZE,Azerbaijan,171
AZE.3_1,AZE,Azerbaijan,172
AZE.4_1,AZE,Azerbaijan,173
AZE.5_1,AZE,Azerbaijan,174
AZE.6_1,AZE,Azerbaijan,175
AZE.7_1,AZE,Azerbaijan,176
AZE.8_1,AZE,Azerbaijan,177
AZE.9_1,AZE,Azerbaijan,178
AZE.10_1,AZE,Azerbaijan,170
BDI.1_1,BDI,Burundi,179
BDI.2_1,BDI,Burundi,188
BDI.3_1,BDI,Burundi,189
BDI.4_1,BDI,Burundi,190
BDI.5_1,BDI,Burundi,191
BDI.6_1,BDI,Burundi,192
BDI.7_1,BDI,Burundi,193
BDI.8_1,BDI,Burundi,194
BDI.9_1,BDI,Burundi,195
BDI.10_1,BDI,Burundi,180
BDI.11_1,BDI,Burundi,181
BDI.12_1,BDI,Burundi,182
BDI.13_1,BDI,Burundi,183
BDI.14_1,BDI,Burundi,184
BDI.15_1,BDI,Burundi,185
BDI.16_1,BDI,Burundi,186
BDI.17_1,BDI,Burundi,187
BEL.1_1,BEL,Belgium,196
BEL.2_1,BEL,Belgium,197
BEL.3_1,BEL,Belgium,198
BEN.1_1,BEN,Benin,199
BEN.2_1,BEN,Benin,203
BEN.3_1,BEN,Benin,204
BEN.4_1,BEN,Benin,205
BEN.5_1,BEN,Benin,206
BEN.6_1,BEN,Benin,207
BEN.7_1,BEN,Benin,208
BEN.8_1,BEN,Benin,209
BEN.9_1,BEN,Benin,210
BEN.10_1,BEN,Benin,200
BEN.11_1,BEN,Benin,201
BEN.12_1,BEN,Benin,202
BES.1_1,BES,"Bonaire, Sint Eustatius and Saba",211
BES.2_1,BES,"Bonaire, Sint Eustatius and Saba",212
BES.3_1,BES,"Bonaire, Sint Eustatius and Saba",213
BFA.1_1,BFA,Burkina Faso,214
BFA.2_1,BFA,Burkina Faso,219
BFA.7_1,BFA,Burkina Faso,224
BFA.3_1,BFA,Burkina Faso,220
BFA.4_1,BFA,Burkina Faso,221
BFA.5_1,BFA,Burkina Faso,222
BFA.6_1,BFA,Burkina Faso,223
BFA.8_1,BFA,Burkina Faso,225
BFA.9_1,BFA,Burkina Faso,226
BFA.10_1,BFA,Burkina Faso,215
BFA.11_1,BFA,Burkina Faso,216
BFA.12_1,BFA,Burkina Faso,217
BFA.13_1,BFA,Burkina Faso,218
BGD.1_1,BGD,Bangladesh,227
BGD.2_1,BGD,Bangladesh,228
BGD.3_1,BGD,Bangladesh,229
BGD.4_1,BGD,Bangladesh,230
BGD.5_1,BGD,Bangladesh,231
BGD.6_1,BGD,Bangladesh,232
BGD.7_1,BGD,Bangladesh,233
BGR.1_1,BGR,Bulgaria,234
BGR.2_1,BGR,Bulgaria,245
BGR.3_1,BGR,Bulgaria,255
BGR.4_1,BGR,Bulgaria,256
BGR.5_1,BGR,Bulgaria,257
BGR.6_1,BGR,Bulgaria,258
BGR.7_1,BGR,Bulgaria,259
BGR.8_1,BGR,Bulgaria,260
BGR.9_1,BGR,Bulgaria,261
BGR.10_1,BGR,Bulgaria,235
BGR.11_1,BGR,Bulgaria,236
BGR.12_1,BGR,Bulgaria,237
BGR.13_1,BGR,Bulgaria,238
BGR.14_1,BGR,Bulgaria,239
BGR.15_1,BGR,Bulgaria,240
BGR.16_1,BGR,Bulgaria,241
BGR.17_1,BGR,Bulgaria,242
BGR.18_1,BGR,Bulgaria,243
BGR.19_1,BGR,Bulgaria,244
BGR.20_1,BGR,Bulgaria,246
BGR.21_1,BGR,Bulgaria,247
BGR.22_1,BGR,Bulgaria,248
BGR.23_1,BGR,Bulgaria,249
BGR.24_1,BGR,Bulgaria,250
BGR.25_1,BGR,Bulgaria,251
BGR.26_1,BGR,Bulgaria,252
BGR.27_1,BGR,Bulgaria,253
BGR.28_1,BGR,Bulgaria,254
BHR.1_1,BHR,Bahrain,262
BHR.2_1,BHR,Bahrain,263
BHR.3_1,BHR,Bahrain,264
BHR.4_1,BHR,Bahrain,265
BHR.5_1,BHR,Bahrain,266
BHS.1_1,BHS,Bahamas,267
BHS.2_1,BHS,Bahamas,278
BHS.3_1,BHS,Bahamas,289
BHS.4_1,BHS,Bahamas,293
BHS.5_1,BHS,Bahamas,294
BHS.6_1,BHS,Bahamas,295
BHS.7_1,BHS,Bahamas,296
BHS.8_1,BHS,Bahamas,297
BHS.9_1,BHS,Bahamas,298
BHS.10_1,BHS,Bahamas,268
BHS.11_1,BHS,Bahamas,269
BHS.12_1,BHS,Bahamas,270
BHS.13_1,BHS,Bahamas,271
BHS.14_1,BHS,Bahamas,272
BHS.15_1,BHS,Bahamas,273
BHS.16_1,BHS,Bahamas,274
BHS.17_1,BHS,Bahamas,275
BHS.18_1,BHS,Bahamas,276
BHS.19_1,BHS,Bahamas,277
BHS.20_1,BHS,Bahamas,279
BHS.21_1,BHS,Bahamas,280
BHS.22_1,BHS,Bahamas,281
BHS.23_1,BHS,Bahamas,282
BHS.24_1,BHS,Bahamas,283
BHS.25_1,BHS,Bahamas,284
BHS.26_1,BHS,Bahamas,285
BHS.27_1,BHS,Bahamas,286
BHS.28_1,BHS,Bahamas,287
BHS.29_1,BHS,Bahamas,288
BHS.30_1,BHS,Bahamas,290
BHS.31_1,BHS,Bahamas,291
BHS.32_1,BHS,Bahamas,292
BIH.1_1,BIH,Bosnia and Herzegovina,299
BIH.2_1,BIH,Bosnia and Herzegovina,300
BIH.3_1,BIH,Bosnia and Herzegovina,301
BLR.1_1,BLR,Belarus,303
BLR.2_1,BLR,Belarus,304
BLR.3_1,BLR,Belarus,305
BLR.4_1,BLR,Belarus,306
BLR.5_1,BLR,Belarus,307
BLR.6_1,BLR,Belarus,308
BLZ.1_1,BLZ,Belize,309
BLZ.2_1,BLZ,Belize,310
BLZ.3_1,BLZ,Belize,311
BLZ.4_1,BLZ,Belize,312
BLZ.5_1,BLZ,Belize,313
BLZ.6_1,BLZ,Belize,314
BMU.1_1,BMU,Bermuda,315
BMU.2_1,BMU,Bermuda,318
BMU.3_1,BMU,Bermuda,319
BMU.4_1,BMU,Bermuda,320
BMU.5_1,BMU,Bermuda,321
BMU.6_1,BMU,Bermuda,322
BMU.7_1,BMU,Bermuda,323
BMU.8_1,BMU,Bermuda,324
BMU.9_1,BMU,Bermuda,325
BMU.10_1,BMU,Bermuda,316
BMU.11_1,BMU,Bermuda,317
BOL.1_1,BOL,Bolivia,326
BOL.2_1,BOL,Bolivia,327
BOL.3_1,BOL,Bolivia,328
BOL.4_1,BOL,Bolivia,329
BOL.5_1,BOL,Bolivia,330
BOL.6_1,BOL,Bolivia,331
BOL.7_1,BOL,Bolivia,332
BOL.8_1,BOL,Bolivia,333
BOL.9_1,BOL,Bolivia,334
BRA.1_1,BRA,Brazil,335
BRA.2_1,BRA,Brazil,346
BRA.3_1,BRA,Brazil,355
BRA.4_1,BRA,Brazil,356
BRA.5_1,BRA,Brazil,357
BRA.6_1,BRA,Brazil,358
BRA.7_1,BRA,Brazil,359
BRA.8_1,BRA,Brazil,360
BRA.9_1,BRA,Brazil,361
BRA.10_1,BRA,Brazil,336
BRA.12_1,BRA,Brazil,338
BRA.11_1,BRA,Brazil,337
BRA.13_1,BRA,Brazil,339
BRA.14_1,BRA,Brazil,340
BRA.15_1,BRA,Brazil,341
BRA.16_1,BRA,Brazil,342
BRA.17_1,BRA,Brazil,343
BRA.18_1,BRA,Brazil,344
BRA.19_1,BRA,Brazil,345
BRA.20_1,BRA,Brazil,347
BRA.21_1,BRA,Brazil,348
BRA.22_1,BRA,Brazil,349
BRA.23_1,BRA,Brazil,350
BRA.24_1,BRA,Brazil,351
BRA.25_1,BRA,Brazil,352
BRA.26_1,BRA,Brazil,353
BRA.27_1,BRA,Brazil,354
BRB.1_1,BRB,Barbados,362
BRB.2_1,BRB,Barbados,365
BRB.3_1,BRB,Barbados,366
BRB.4_1,BRB,Barbados,367
BRB.5_1,BRB,Barbados,368
BRB.6_1,BRB,Barbados,369
BRB.7_1,BRB,Barbados,370
BRB.8_1,BRB,Barbados,371
BRB.9_1,BRB,Barbados,372
BRB.10_1,BRB,Barbados,363
BRB.11_1,BRB,Barbados,364
BRN.1_1,BRN,Brunei,373
BRN.2_1,BRN,Brunei,374
BRN.3_1,BRN,Brunei,375
BRN.4_1,BRN,Brunei,376
BTN.1_1,BTN,Bhutan,377
BTN.2_1,BTN,Bhutan,388
BTN.3_1,BTN,Bhutan,390
BTN.4_1,BTN,Bhutan,391
BTN.5_1,BTN,Bhutan,392
BTN.6_1,BTN,Bhutan,393
BTN.7_1,BTN,Bhutan,394
BTN.8_1,BTN,Bhutan,395
BTN.9_1,BTN,Bhutan,396
BTN.10_1,BTN,Bhutan,378
BTN.11_1,BTN,Bhutan,379
BTN.12_1,BTN,Bhutan,380
BTN.13_1,BTN,Bhutan,381
BTN.14_1,BTN,Bhutan,382
BTN.15_1,BTN,Bhutan,383
BTN.16_1,BTN,Bhutan,384
BTN.17_1,BTN,Bhutan,385
BTN.18_1,BTN,Bhutan,386
BTN.19_1,BTN,Bhutan,387
BTN.20_1,BTN,Bhutan,389
BWA.1_1,BWA,Botswana,398
BWA.2_1,BWA,Botswana,406
BWA.3_1,BWA,Botswana,407
BWA.4_1,BWA,Botswana,408
BWA.5_1,BWA,Botswana,409
BWA.6_1,BWA,Botswana,410
BWA.7_1,BWA,Botswana,411
BWA.8_1,BWA,Botswana,412
BWA.9_1,BWA,Botswana,413
BWA.10_1,BWA,Botswana,399
BWA.11_1,BWA,Botswana,400
BWA.12_1,BWA,Botswana,401
BWA.13_1,BWA,Botswana,402
BWA.14_1,BWA,Botswana,403
BWA.15_1,BWA,Botswana,404
BWA.16_1,BWA,Botswana,405
CAF.1_1,CAF,Central African Republic,414
CAF.2_1,CAF,Central African Republic,423
CAF.3_1,CAF,Central African Republic,424
CAF.4_1,CAF,Central African Republic,425
CAF.5_1,CAF,Central African Republic,426
CAF.6_1,CAF,Central African Republic,427
CAF.7_1,CAF,Central African Republic,428
CAF.8_1,CAF,Central African Republic,429
CAF.9_1,CAF,Central African Republic,430
CAF.10_1,CAF,Central African Republic,415
CAF.11_1,CAF,Central African Republic,416
CAF.12_1,CAF,Central African Republic,417
CAF.13_1,CAF,Central African Republic,418
CAF.15_1,CAF,Central African Republic,420
CAF.14_1,CAF,Central African Republic,419
CAF.16_1,CAF,Central African Republic,421
CAF.17_1,CAF,Central African Republic,422
CAN.1_1,CAN,Canada,431
CAN.2_1,CAN,Canada,436
CAN.3_1,CAN,Canada,437
CAN.4_1,CAN,Canada,438
CAN.5_1,CAN,Canada,439
CAN.6_1,CAN,Canada,440
CAN.7_1,CAN,Canada,441
CAN.8_1,CAN,Canada,442
CAN.9_1,CAN,Canada,443
CAN.10_1,CAN,Canada,432
CAN.11_1,CAN,Canada,433
CAN.12_1,CAN,Canada,434
CAN.13_1,CAN,Canada,435
CHE.1_1,CHE,Switzerland,445
CHE.2_1,CHE,Switzerland,456
CHE.3_1,CHE,Switzerland,464
CHE.4_1,CHE,Switzerland,465
CHE.5_1,CHE,Switzerland,466
CHE.6_1,CHE,Switzerland,467
CHE.7_1,CHE,Switzerland,468
CHE.8_1,CHE,Switzerland,469
CHE.9_1,CHE,Switzerland,470
CHE.10_1,CHE,Switzerland,446
CHE.11_1,CHE,Switzerland,447
CHE.12_1,CHE,Switzerland,448
CHE.13_1,CHE,Switzerland,449
CHE.14_1,CHE,Switzerland,450
CHE.15_1,CHE,Switzerland,451
CHE.16_1,CHE,Switzerland,452
CHE.17_1,CHE,Switzerland,453
CHE.18_1,CHE,Switzerland,454
CHE.19_1,CHE,Switzerland,455
CHE.20_1,CHE,Switzerland,457
CHE.21_1,CHE,Switzerland,458
CHE.22_1,CHE,Switzerland,459
CHE.23_1,CHE,Switzerland,460
CHE.24_1,CHE,Switzerland,461
CHE.25_1,CHE,Switzerland,462
CHE.26_1,CHE,Switzerland,463
CHL.1_1,CHL,Chile,471
CHL.2_1,CHL,Chile,479
CHL.3_1,CHL,Chile,480
CHL.4_1,CHL,Chile,481
CHL.5_1,CHL,Chile,482
CHL.6_1,CHL,Chile,483
CHL.7_1,CHL,Chile,484
CHL.8_1,CHL,Chile,485
CHL.9_1,CHL,Chile,486
CHL.10_1,CHL,Chile,472
CHL.11_1,CHL,Chile,473
CHL.12_1,CHL,Chile,474
CHL.13_1,CHL,Chile,475
CHL.14_1,CHL,Chile,476
CHL.15_1,CHL,Chile,477
CHL.16_1,CHL,Chile,478
CHN.1_1,CHN,China,487
CHN.2_1,CHN,China,498
CHN.3_1,CHN,China,509
CHN.4_1,CHN,China,512
CHN.5_1,CHN,China,513
CHN.6_1,CHN,China,514
CHN.7_1,CHN,China,515
CHN.8_1,CHN,China,516
CHN.9_1,CHN,China,517
CHN.10_1,CHN,China,488
CHN.11_1,CHN,China,489
CHN.12_1,CHN,China,490
CHN.13_1,CHN,China,491
CHN.14_1,CHN,China,492
CHN.15_1,CHN,China,493
CHN.16_1,CHN,China,494
CHN.17_1,CHN,China,495
CHN.18_1,CHN,China,496
CHN.19_1,CHN,China,497
CHN.20_1,CHN,China,499
CHN.21_1,CHN,China,500
CHN.22_1,CHN,China,501
CHN.23_1,CHN,China,502
CHN.24_1,CHN,China,503
CHN.25_1,CHN,China,504
CHN.26_1,CHN,China,505
CHN.27_1,CHN,China,506
CHN.28_1,CHN,China,507
CHN.29_1,CHN,China,508
CHN.30_1,CHN,China,510
CHN.31_1,CHN,China,511
CIV.1_1,CIV,CÃ´te d'Ivoire,518
CIV.2_1,CIV,CÃ´te d'Ivoire,524
CIV.3_1,CIV,CÃ´te d'Ivoire,525
CIV.4_1,CIV,CÃ´te d'Ivoire,526
CIV.5_1,CIV,CÃ´te d'Ivoire,527
CIV.6_1,CIV,CÃ´te d'Ivoire,528
CIV.7_1,CIV,CÃ´te d'Ivoire,529
CIV.8_1,CIV,CÃ´te d'Ivoire,530
CIV.9_1,CIV,CÃ´te d'Ivoire,531
CIV.10_1,CIV,CÃ´te d'Ivoire,519
CIV.11_1,CIV,CÃ´te d'Ivoire,520
CIV.12_1,CIV,CÃ´te d'Ivoire,521
CIV.13_1,CIV,CÃ´te d'Ivoire,522
CIV.14_1,CIV,CÃ´te d'Ivoire,523
CMR.1_1,CMR,Cameroon,532
CMR.2_1,CMR,Cameroon,534
CMR.3_1,CMR,Cameroon,535
CMR.4_1,CMR,Cameroon,536
CMR.5_1,CMR,Cameroon,537
CMR.7_1,CMR,Cameroon,539
CMR.6_1,CMR,Cameroon,538
CMR.8_1,CMR,Cameroon,540
CMR.10_1,CMR,Cameroon,533
CMR.9_1,CMR,Cameroon,541
COD.1_1,COD,Democratic Republic of the Congo,542
COD.2_1,COD,Democratic Republic of the Congo,553
COD.3_1,COD,Democratic Republic of the Congo,561
COD.4_1,COD,Democratic Republic of the Congo,562
COD.5_1,COD,Democratic Republic of the Congo,563
COD.6_1,COD,Democratic Republic of the Congo,564
COD.9_1,COD,Democratic Republic of the Congo,567
COD.7_1,COD,Democratic Republic of the Congo,565
COD.8_1,COD,Democratic Republic of the Congo,566
COD.10_1,COD,Democratic Republic of the Congo,543
COD.11_1,COD,Democratic Republic of the Congo,544
COD.12_1,COD,Democratic Republic of the Congo,545
COD.13_1,COD,Democratic Republic of the Congo,546
COD.14_1,COD,Democratic Republic of the Congo,547
COD.15_1,COD,Democratic Republic of the Congo,548
COD.16_1,COD,Democratic Republic of the Congo,549
COD.17_1,COD,Democratic Republic of the Congo,550
COD.18_1,COD,Democratic Republic of the Congo,551
COD.19_1,COD,Democratic Republic of the Congo,552
COD.20_1,COD,Democratic Republic of the Congo,554
COD.21_1,COD,Democratic Republic of the Congo,555
COD.22_1,COD,Democratic Republic of the Congo,556
COD.23_1,COD,Democratic Republic of the Congo,557
COD.24_1,COD,Democratic Republic of the Congo,558
COD.25_1,COD,Democratic Republic of the Congo,559
COD.26_1,COD,Democratic Republic of the Congo,560
COG.1_1,COG,Republic of Congo,568
COG.2_1,COG,Republic of Congo,572
COG.4_1,COG,Republic of Congo,574
COG.3_1,COG,Republic of Congo,573
COG.5_1,COG,Republic of Congo,575
COG.6_1,COG,Republic of Congo,576
COG.7_1,COG,Republic of Congo,577
COG.8_1,COG,Republic of Congo,578
COG.9_1,COG,Republic of Congo,579
COG.10_1,COG,Republic of Congo,569
COG.11_1,COG,Republic of Congo,570
COG.12_1,COG,Republic of Congo,571
COL.1_1,COL,Colombia,581
COL.2_1,COL,Colombia,592
COL.3_1,COL,Colombia,603
COL.4_1,COL,Colombia,607
COL.5_1,COL,Colombia,608
COL.6_1,COL,Colombia,609
COL.7_1,COL,Colombia,610
COL.8_1,COL,Colombia,611
COL.9_1,COL,Colombia,612
COL.10_1,COL,Colombia,582
COL.11_1,COL,Colombia,583
COL.12_1,COL,Colombia,584
COL.13_1,COL,Colombia,585
COL.14_1,COL,Colombia,586
COL.15_1,COL,Colombia,587
COL.16_1,COL,Colombia,588
COL.17_1,COL,Colombia,589
COL.18_1,COL,Colombia,590
COL.19_1,COL,Colombia,591
COL.20_1,COL,Colombia,593
COL.21_1,COL,Colombia,594
COL.22_1,COL,Colombia,595
COL.23_1,COL,Colombia,596
COL.24_1,COL,Colombia,597
COL.25_1,COL,Colombia,598
COL.26_1,COL,Colombia,599
COL.27_1,COL,Colombia,600
COL.28_1,COL,Colombia,601
COL.29_1,COL,Colombia,602
COL.30_1,COL,Colombia,604
COL.31_1,COL,Colombia,605
COL.32_1,COL,Colombia,606
COM.1_1,COM,Comoros,613
COM.2_1,COM,Comoros,614
COM.3_1,COM,Comoros,615
CPV.1_1,CPV,Cape Verde,616
CPV.2_1,CPV,Cape Verde,627
CPV.3_1,CPV,Cape Verde,631
CPV.4_1,CPV,Cape Verde,632
CPV.5_1,CPV,Cape Verde,633
CPV.6_1,CPV,Cape Verde,634
CPV.7_1,CPV,Cape Verde,635
CPV.8_1,CPV,Cape Verde,636
CPV.9_1,CPV,Cape Verde,637
CPV.10_1,CPV,Cape Verde,617
CPV.11_1,CPV,Cape Verde,618
CPV.12_1,CPV,Cape Verde,619
CPV.13_1,CPV,Cape Verde,620
CPV.14_1,CPV,Cape Verde,621
CPV.15_1,CPV,Cape Verde,622
CPV.16_1,CPV,Cape Verde,623
CPV.17_1,CPV,Cape Verde,624
CPV.18_1,CPV,Cape Verde,625
CPV.19_1,CPV,Cape Verde,626
CPV.20_1,CPV,Cape Verde,628
CPV.21_1,CPV,Cape Verde,629
CPV.22_1,CPV,Cape Verde,630
CRI.1_1,CRI,Costa Rica,638
CRI.2_1,CRI,Costa Rica,639
CRI.3_1,CRI,Costa Rica,640
CRI.4_1,CRI,Costa Rica,641
CRI.5_1,CRI,Costa Rica,642
CRI.6_1,CRI,Costa Rica,643
CRI.7_1,CRI,Costa Rica,644
CUB.1_1,CUB,Cuba,645
CUB.2_1,CUB,Cuba,653
CUB.3_1,CUB,Cuba,654
CUB.4_1,CUB,Cuba,655
CUB.5_1,CUB,Cuba,656
CUB.6_1,CUB,Cuba,657
CUB.7_1,CUB,Cuba,658
CUB.8_1,CUB,Cuba,659
CUB.9_1,CUB,Cuba,660
CUB.10_1,CUB,Cuba,646
CUB.11_1,CUB,Cuba,647
CUB.12_1,CUB,Cuba,648
CUB.13_1,CUB,Cuba,649
CUB.14_1,CUB,Cuba,650
CUB.15_1,CUB,Cuba,651
CUB.16_1,CUB,Cuba,652
CYM.1_1,CYM,Cayman Islands,663
CYM.2_1,CYM,Cayman Islands,664
CYM.3_1,CYM,Cayman Islands,665
CYM.4_1,CYM,Cayman Islands,666
CYM.5_1,CYM,Cayman Islands,667
CYM.6_1,CYM,Cayman Islands,668
CYM.7_1,CYM,Cayman Islands,669
CYP.1_1,CYP,Cyprus,670
CYP.2_1,CYP,Cyprus,671
CYP.3_1,CYP,Cyprus,672
CYP.4_1,CYP,Cyprus,673
CYP.5_1,CYP,Cyprus,674
CZE.1_1,CZE,Czech Republic,675
CZE.2_1,CZE,Czech Republic,681
CZE.3_1,CZE,Czech Republic,682
CZE.4_1,CZE,Czech Republic,683
CZE.5_1,CZE,Czech Republic,684
CZE.6_1,CZE,Czech Republic,685
CZE.7_1,CZE,Czech Republic,686
