GID_1,GID_0,NAME_0,lookup
ROU.35_1,ROU,Romania,2613
ROU.36_1,ROU,Romania,2614
ROU.37_1,ROU,Romania,2615
ROU.38_1,ROU,Romania,2616
ROU.39_1,ROU,Romania,2617
ROU.40_1,ROU,Romania,2619
ROU.41_1,ROU,Romania,2620
ROU.42_1,ROU,Romania,2621
RUS.1_1,RUS,Russia,2627
RUS.2_1,RUS,Russia,2638
RUS.3_1,RUS,Russia,2649
RUS.4_1,RUS,Russia,2660
RUS.5_1,RUS,Russia,2671
RUS.6_1,RUS,Russia,2682
RUS.7_1,RUS,Russia,2693
RUS.8_1,RUS,Russia,2704
RUS.9_1,RUS,Russia,2709
RUS.10_1,RUS,Russia,2628
RUS.11_1,RUS,Russia,2629
RUS.12_1,RUS,Russia,2630
RUS.13_1,RUS,Russia,2631
RUS.14_1,RUS,Russia,2632
RUS.15_1,RUS,Russia,2633
RUS.16_1,RUS,Russia,2634
RUS.17_1,RUS,Russia,2635
RUS.18_1,RUS,Russia,2636
RUS.19_1,RUS,Russia,2637
RUS.20_1,RUS,Russia,2639
RUS.21_1,RUS,Russia,2640
RUS.22_1,RUS,Russia,2641
RUS.23_1,RUS,Russia,2642
RUS.24_1,RUS,Russia,2643
RUS.25_1,RUS,Russia,2644
RUS.26_1,RUS,Russia,2645
RUS.27_1,RUS,Russia,2646
RUS.28_1,RUS,Russia,2647
RUS.29_1,RUS,Russia,2648
RUS.30_1,RUS,Russia,2650
RUS.31_1,RUS,Russia,2651
RUS.32_1,RUS,Russia,2652
RUS.33_1,RUS,Russia,2653
RUS.34_1,RUS,Russia,2654
RUS.35_1,RUS,Russia,2655
RUS.36_1,RUS,Russia,2656
RUS.37_1,RUS,Russia,2657
RUS.38_1,RUS,Russia,2658
RUS.39_1,RUS,Russia,2659
RUS.40_1,RUS,Russia,2661
RUS.41_1,RUS,Russia,2662
RUS.42_1,RUS,Russia,2663
RUS.43_1,RUS,Russia,2664
RUS.44_1,RUS,Russia,2665
RUS.45_1,RUS,Russia,2666
RUS.46_1,RUS,Russia,2667
RUS.47_1,RUS,Russia,2668
RUS.48_1,RUS,Russia,2669
RUS.49_1,RUS,Russia,2670
RUS.50_1,RUS,Russia,2672
RUS.51_1,RUS,Russia,2673
RUS.52_1,RUS,Russia,2674
RUS.53_1,RUS,Russia,2675
RUS.54_1,RUS,Russia,2676
RUS.55_1,RUS,Russia,2677
RUS.56_1,RUS,Russia,2678
RUS.57_1,RUS,Russia,2679
RUS.58_1,RUS,Russia,2680
RUS.59_1,RUS,Russia,2681
RUS.60_1,RUS,Russia,2683
RUS.61_1,RUS,Russia,2684
RUS.62_1,RUS,Russia,2685
RUS.63_1,RUS,Russia,2686
RUS.64_1,RUS,Russia,2687
RUS.65_1,RUS,Russia,2688
RUS.66_1,RUS,Russia,2689
RUS.67_1,RUS,Russia,2690
RUS.68_1,RUS,Russia,2691
RUS.69_1,RUS,Russia,2692
RUS.70_1,RUS,Russia,2694
RUS.71_1,RUS,Russia,2695
RUS.72_1,RUS,Russia,2696
RUS.73_1,RUS,Russia,2697
RUS.74_1,RUS,Russia,2698
RUS.75_1,RUS,Russia,2699
RUS.76_1,RUS,Russia,2700
RUS.77_1,RUS,Russia,2701
RUS.78_1,RUS,Russia,2702
RUS.79_1,RUS,Russia,2703
RUS.80_1,RUS,Russia,2705
RUS.81_1,RUS,Russia,2706
RUS.82_1,RUS,Russia,2707
RUS.83_1,RUS,Russia,2708
RWA.1_1,RWA,Rwanda,2710
RWA.2_1,RWA,Rwanda,2711
RWA.3_1,RWA,Rwanda,2712
RWA.4_1,RWA,Rwanda,2713
RWA.5_1,RWA,Rwanda,2714
SAU.1_1,SAU,Saudi Arabia,2715
SAU.2_1,SAU,Saudi Arabia,2720
SAU.3_1,SAU,Saudi Arabia,2721
SAU.4_1,SAU,Saudi Arabia,2722
SAU.5_1,SAU,Saudi Arabia,2723
SAU.6_1,SAU,Saudi Arabia,2724
SAU.7_1,SAU,Saudi Arabia,2725
SAU.8_1,SAU,Saudi Arabia,2726
SAU.9_1,SAU,Saudi Arabia,2727
SAU.10_1,SAU,Saudi Arabia,2716
SAU.11_1,SAU,Saudi Arabia,2717
SAU.12_1,SAU,Saudi Arabia,2718
SAU.13_1,SAU,Saudi Arabia,2719
SDN.1_1,SDN,Sudan,2728
SDN.2_1,SDN,Sudan,2738
SDN.3_1,SDN,Sudan,2739
SDN.4_1,SDN,Sudan,2740
SDN.5_1,SDN,Sudan,2741
SDN.6_1,SDN,Sudan,2742
SDN.7_1,SDN,Sudan,2743
SDN.8_1,SDN,Sudan,2744
SDN.9_1,SDN,Sudan,2745
SDN.10_1,SDN,Sudan,2729
SDN.11_1,SDN,Sudan,2730
SDN.12_1,SDN,Sudan,2731
SDN.13_1,SDN,Sudan,2732
SDN.14_1,SDN,Sudan,2733
SDN.15_1,SDN,Sudan,2734
SDN.16_1,SDN,Sudan,2735
SDN.17_1,SDN,Sudan,2736
SDN.18_1,SDN,Sudan,2737
SEN.1_1,SEN,Senegal,2746
SEN.2_1,SEN,Senegal,2752
SEN.3_1,SEN,Senegal,2753
SEN.4_1,SEN,Senegal,2754
SEN.5_1,SEN,Senegal,2755
SEN.6_1,SEN,Senegal,2756
SEN.7_1,SEN,Senegal,2757
SEN.8_1,SEN,Senegal,2758
SEN.9_1,SEN,Senegal,2759
SEN.10_1,SEN,Senegal,2747
SEN.11_1,SEN,Senegal,2748
SEN.12_1,SEN,Senegal,2749
SEN.13_1,SEN,Senegal,2750
SEN.14_1,SEN,Senegal,2751
SGP.1_1,SGP,Singapore,2760
SGP.2_1,SGP,Singapore,2761
SGP.3_1,SGP,Singapore,2762
SGP.4_1,SGP,Singapore,2763
SGP.5_1,SGP,Singapore,2764
SHN.1_1,SHN,Saint Helena,2766
SHN.2_1,SHN,Saint Helena,2767
SHN.3_1,SHN,Saint Helena,2768
SJM.1_1,SJM,Svalbard and Jan Mayen,2769
SJM.2_1,SJM,Svalbard and Jan Mayen,2770
SLB.1_1,SLB,Solomon Islands,2771
SLB.2_1,SLB,Solomon Islands,2773
SLB.3_1,SLB,Solomon Islands,2774
SLB.4_1,SLB,Solomon Islands,2775
SLB.5_1,SLB,Solomon Islands,2776
SLB.6_1,SLB,Solomon Islands,2777
SLB.7_1,SLB,Solomon Islands,2778
SLB.8_1,SLB,Solomon Islands,2779
SLB.9_1,SLB,Solomon Islands,2780
SLB.10_1,SLB,Solomon Islands,2772
SLE.1_1,SLE,Sierra Leone,2781
SLE.2_1,SLE,Sierra Leone,2782
SLE.3_1,SLE,Sierra Leone,2783
SLE.4_1,SLE,Sierra Leone,2784
SLV.1_1,SLV,El Salvador,2785
SLV.2_1,SLV,El Salvador,2791
SLV.3_1,SLV,El Salvador,2792
SLV.4_1,SLV,El Salvador,2793
SLV.5_1,SLV,El Salvador,2794
SLV.6_1,SLV,El Salvador,2795
SLV.7_1,SLV,El Salvador,2796
SLV.8_1,SLV,El Salvador,2797
SLV.9_1,SLV,El Salvador,2798
SLV.10_1,SLV,El Salvador,2786
SLV.11_1,SLV,El Salvador,2787
SLV.12_1,SLV,El Salvador,2788
SLV.13_1,SLV,El Salvador,2789
SLV.14_1,SLV,El Salvador,2790
SMR.1_1,SMR,San Marino,2799
SMR.2_1,SMR,San Marino,2800
SMR.3_1,SMR,San Marino,2801
SMR.4_1,SMR,San Marino,2802
SMR.5_1,SMR,San Marino,2803
SMR.6_1,SMR,San Marino,2804
SMR.7_1,SMR,San Marino,2805
SMR.8_1,SMR,San Marino,2806
SMR.9_1,SMR,San Marino,2807
SOM.1_1,SOM,Somalia,2808
SOM.2_1,SOM,Somalia,2818
SOM.3_1,SOM,Somalia,2819
SOM.4_1,SOM,Somalia,2820
SOM.5_1,SOM,Somalia,2821
SOM.6_1,SOM,Somalia,2822
SOM.7_1,SOM,Somalia,2823
SOM.8_1,SOM,Somalia,2824
SOM.9_1,SOM,Somalia,2825
SOM.10_1,SOM,Somalia,2809
SOM.11_1,SOM,Somalia,2810
SOM.12_1,SOM,Somalia,2811
SOM.13_1,SOM,Somalia,2812
SOM.14_1,SOM,Somalia,2813
SOM.15_1,SOM,Somalia,2814
SOM.16_1,SOM,Somalia,2815
SOM.17_1,SOM,Somalia,2816
SOM.18_1,SOM,Somalia,2817
SPM.1_1,SPM,Saint Pierre and Miquelon,2826
SPM.2_1,SPM,Saint Pierre and Miquelon,2827
SRB.1_1,SRB,Serbia,2828
SRB.2_1,SRB,Serbia,2839
SRB.3_1,SRB,Serbia,2846
SRB.4_1,SRB,Serbia,2847
SRB.5_1,SRB,Serbia,2848
SRB.6_1,SRB,Serbia,2849
SRB.7_1,SRB,Serbia,2850
SRB.8_1,SRB,Serbia,2851
SRB.9_1,SRB,Serbia,2852
SRB.10_1,SRB,Serbia,2829
SRB.11_1,SRB,Serbia,2830
SRB.12_1,SRB,Serbia,2831
SRB.13_1,SRB,Serbia,2832
SRB.14_1,SRB,Serbia,2833
SRB.15_1,SRB,Serbia,2834
SRB.16_1,SRB,Serbia,2835
SRB.17_1,SRB,Serbia,2836
SRB.18_1,SRB,Serbia,2837
SRB.19_1,SRB,Serbia,2838
SRB.20_1,SRB,Serbia,2840
SRB.21_1,SRB,Serbia,2841
SRB.22_1,SRB,Serbia,2842
SRB.23_1,SRB,Serbia,2843
SRB.24_1,SRB,Serbia,2844
SRB.25_1,SRB,Serbia,2845
SSD.1_1,SSD,South Sudan,2853
SSD.2_1,SSD,South Sudan,2855
SSD.3_1,SSD,South Sudan,2856
SSD.4_1,SSD,South Sudan,2857
SSD.5_1,SSD,South Sudan,2858
SSD.6_1,SSD,South Sudan,2859
SSD.7_1,SSD,South Sudan,2860
SSD.8_1,SSD,South Sudan,2861
SSD.9_1,SSD,South Sudan,2862
SSD.10_1,SSD,South Sudan,2854
STP.1_1,STP,SÃ£o TomÃ© and PrÃ­ncipe,2863
STP.2_1,STP,SÃ£o TomÃ© and PrÃ­ncipe,2864
SUR.1_1,SUR,Suriname,2865
SUR.2_1,SUR,Suriname,2867
SUR.3_1,SUR,Suriname,2868
SUR.4_1,SUR,Suriname,2869
SUR.5_1,SUR,Suriname,2870
SUR.6_1,SUR,Suriname,2871
SUR.7_1,SUR,Suriname,2872
SUR.8_1,SUR,Suriname,2873
SUR.9_1,SUR,Suriname,2874
SUR.10_1,SUR,Suriname,2866
SVK.1_1,SVK,Slovakia,2875
SVK.2_1,SVK,Slovakia,2876
SVK.3_1,SVK,Slovakia,2877
SVK.4_1,SVK,Slovakia,2878
SVK.5_1,SVK,Slovakia,2879
SVK.6_1,SVK,Slovakia,2880
SVK.7_1,SVK,Slovakia,2881
SVK.8_1,SVK,Slovakia,2882
SVN.1_1,SVN,Slovenia,2883
SVN.2_1,SVN,Slovenia,2887
SVN.3_1,SVN,Slovenia,2888
SVN.4_1,SVN,Slovenia,2889
SVN.5_1,SVN,Slovenia,2890
SVN.6_1,SVN,Slovenia,2891
SVN.7_1,SVN,Slovenia,2892
SVN.8_1,SVN,Slovenia,2893
SVN.9_1,SVN,Slovenia,2894
SVN.10_1,SVN,Slovenia,2884
SVN.11_1,SVN,Slovenia,2885
SVN.12_1,SVN,Slovenia,2886
SWE.1_1,SWE,Sweden,2895
SWE.2_1,SWE,Sweden,2906
SWE.3_1,SWE,Sweden,2909
SWE.4_1,SWE,Sweden,2910
SWE.5_1,SWE,Sweden,2911
SWE.6_1,SWE,Sweden,2912
SWE.7_1,SWE,Sweden,2913
SWE.8_1,SWE,Sweden,2914
SWE.9_1,SWE,Sweden,2915
SWE.10_1,SWE,Sweden,2896
SWE.11_1,SWE,Sweden,2897
SWE.12_1,SWE,Sweden,2898
SWE.13_1,SWE,Sweden,2899
SWE.14_1,SWE,Sweden,2900
SWE.15_1,SWE,Sweden,2901
SWE.16_1,SWE,Sweden,2902
SWE.17_1,SWE,Sweden,2903
SWE.18_1,SWE,Sweden,2904
SWE.19_1,SWE,Sweden,2905
SWE.20_1,SWE,Sweden,2907
SWE.21_1,SWE,Sweden,2908
SWZ.1_1,SWZ,Swaziland,2916
SWZ.2_1,SWZ,Swaziland,2917
SWZ.3_1,SWZ,Swaziland,2918
SWZ.4_1,SWZ,Swaziland,2919
SYC.1_1,SYC,Seychelles,2921
SYC.2_1,SYC,Seychelles,2932
SYC.3_1,SYC,Seychelles,2940
SYC.4_1,SYC,Seychelles,2941
SYC.5_1,SYC,Seychelles,2942
SYC.6_1,SYC,Seychelles,2943
SYC.7_1,SYC,Seychelles,2944
SYC.8_1,SYC,Seychelles,2945
SYC.9_1,SYC,Seychelles,2946
SYC.10_1,SYC,Seychelles,2922
SYC.11_1,SYC,Seychelles,2923
SYC.12_1,SYC,Seychelles,2924
SYC.13_1,SYC,Seychelles,2925
SYC.14_1,SYC,Seychelles,2926
SYC.15_1,SYC,Seychelles,2927
SYC.16_1,SYC,Seychelles,2928
SYC.17_1,SYC,Seychelles,2929
SYC.18_1,SYC,Seychelles,2930
SYC.19_1,SYC,Seychelles,2931
SYC.20_1,SYC,Seychelles,2933
SYC.21_1,SYC,Seychelles,2934
SYC.22_1,SYC,Seychelles,2935
SYC.23_1,SYC,Seychelles,2936
SYC.24_1,SYC,Seychelles,2937
SYC.25_1,SYC,Seychelles,2938
SYC.26_1,SYC,Seychelles,2939
SYR.1_1,SYR,Syria,2947
SYR.2_1,SYR,Syria,2953
SYR.3_1,SYR,Syria,2954
SYR.4_1,SYR,Syria,2955
SYR.5_1,SYR,Syria,2956
SYR.6_1,SYR,Syria,2957
SYR.7_1,SYR,Syria,2958
SYR.8_1,SYR,Syria,2959
SYR.9_1,SYR,Syria,2960
SYR.10_1,SYR,Syria,2948
SYR.11_1,SYR,Syria,2949
SYR.12_1,SYR,Syria,2950
SYR.13_1,SYR,Syria,2951
SYR.14_1,SYR,Syria,2952
TCA.1_1,TCA,Turks and Caicos Islands,2961
TCA.2_1,TCA,Turks and Caicos Islands,2962
TCA.3_1,TCA,Turks and Caicos Islands,2963
TCA.4_1,TCA,Turks and Caicos Islands,2964
TCA.5_1,TCA,Turks and Caicos Islands,2965
TCA.6_1,TCA,Turks and Caicos Islands,2966
TCD.1_1,TCD,Chad,2967
TCD.2_1,TCD,Chad,2978
TCD.3_1,TCD,Chad,2983
TCD.4_1,TCD,Chad,2984
TCD.5_1,TCD,Chad,2985
TCD.6_1,TCD,Chad,2986
TCD.7_1,TCD,Chad,2987
TCD.8_1,TCD,Chad,2988
TCD.9_1,TCD,Chad,2989
TCD.10_1,TCD,Chad,2968
TCD.11_1,TCD,Chad,2969
TCD.12_1,TCD,Chad,2970
TCD.13_1,TCD,Chad,2971
TCD.14_1,TCD,Chad,2972
TCD.15_1,TCD,Chad,2973
TCD.16_1,TCD,Chad,2974
TCD.17_1,TCD,Chad,2975
TCD.18_1,TCD,Chad,2976
TCD.19_1,TCD,Chad,2977
TCD.20_1,TCD,Chad,2979
TCD.21_1,TCD,Chad,2980
TCD.22_1,TCD,Chad,2981
TCD.23_1,TCD,Chad,2982
TGO.1_1,TGO,Togo,2990
TGO.2_1,TGO,Togo,2991
TGO.3_1,TGO,Togo,2992
TGO.4_1,TGO,Togo,2993
TGO.5_1,TGO,Togo,2994
THA.1_1,THA,Thailand,2995
THA.2_1,THA,Thailand,3006
THA.3_1,THA,Thailand,3017
THA.4_1,THA,Thailand,3028
THA.5_1,THA,Thailand,3039
THA.6_1,THA,Thailand,3050
THA.7_1,THA,Thailand,3061
THA.8_1,THA,Thailand,3070
THA.9_1,THA,Thailand,3071
THA.10_1,THA,Thailand,2996
THA.11_1,THA,Thailand,2997
THA.12_1,THA,Thailand,2998
THA.13_1,THA,Thailand,2999
THA.14_1,THA,Thailand,3000
THA.15_1,THA,Thailand,3001
THA.16_1,THA,Thailand,3002
THA.17_1,THA,Thailand,3003
THA.18_1,THA,Thailand,3004
THA.19_1,THA,Thailand,3005
THA.20_1,THA,Thailand,3007
THA.21_1,THA,Thailand,3008
THA.22_1,THA,Thailand,3009
THA.23_1,THA,Thailand,3010
THA.24_1,THA,Thailand,3011
THA.25_1,THA,Thailand,3012
THA.26_1,THA,Thailand,3013
THA.27_1,THA,Thailand,3014
THA.28_1,THA,Thailand,3015
THA.29_1,THA,Thailand,3016
THA.30_1,THA,Thailand,3018
THA.31_1,THA,Thailand,3019
THA.32_1,THA,Thailand,3020
THA.33_1,THA,Thailand,3021
THA.34_1,THA,Thailand,3022
THA.35_1,THA,Thailand,3023
THA.36_1,THA,Thailand,3024
THA.37_1,THA,Thailand,3025
THA.38_1,THA,Thailand,3026
THA.39_1,THA,Thailand,3027
THA.40_1,THA,Thailand,3029
THA.41_1,THA,Thailand,3030
THA.42_1,THA,Thailand,3031
THA.43_1,THA,Thailand,3032
THA.44_1,THA,Thailand,3033
THA.45_1,THA,Thailand,3034
THA.46_1,THA,Thailand,3035
THA.47_1,THA,Thailand,3036
THA.48_1,THA,Thailand,3037
THA.49_1,THA,Thailand,3038
THA.50_1,THA,Thailand,3040
THA.51_1,THA,Thailand,3041
THA.52_1,THA,Thailand,3042
THA.53_1,THA,Thailand,3043
THA.54_1,THA,Thailand,3044
THA.55_1,THA,Thailand,3045
THA.56_1,THA,Thailand,3046
THA.57_1,THA,Thailand,3047
THA.58_1,THA,Thailand,3048
THA.59_1,THA,Thailand,3049
THA.60_1,THA,Thailand,3051
THA.61_1,THA,Thailand,3052
THA.62_1,THA,Thailand,3053
THA.63_1,THA,Thailand,3054
THA.64_1,THA,Thailand,3055
THA.65_1,THA,Thailand,3056
THA.66_1,THA,Thailand,3057
THA.67_1,THA,Thailand,3058
THA.68_1,THA,Thailand,3059
THA.69_1,THA,Thailand,3060
THA.70_1,THA,Thailand,3062
THA.71_1,THA,Thailand,3063
THA.72_1,THA,Thailand,3064
THA.73_1,THA,Thailand,3065
THA.74_1,THA,Thailand,3066
THA.75_1,THA,Thailand,3067
THA.76_1,THA,Thailand,3068
THA.77_1,THA,Thailand,3069
TJK.1_1,TJK,Tajikistan,3072
TJK.2_1,TJK,Tajikistan,3073
TJK.3_1,TJK,Tajikistan,3074
TJK.4_1,TJK,Tajikistan,3075
TJK.5_1,TJK,Tajikistan,3076
TKL.1_1,TKL,Tokelau,3077
TKL.2_1,TKL,Tokelau,3078
TKL.3_1,TKL,Tokelau,3079
TKM.1_1,TKM,Turkmenistan,3080
TKM.2_1,TKM,Turkmenistan,3081
TKM.3_1,TKM,Turkmenistan,3082
TKM.4_1,TKM,Turkmenistan,3083
TKM.5_1,TKM,Turkmenistan,3084
TKM.6_1,TKM,Turkmenistan,3085
TLS.1_1,TLS,Timor-Leste,3086
TLS.2_1,TLS,Timor-Leste,3091
TLS.3_1,TLS,Timor-Leste,3092
TLS.4_1,TLS,Timor-Leste,3093
TLS.5_1,TLS,Timor-Leste,3094
TLS.6_1,TLS,Timor-Leste,3095
TLS.7_1,TLS,Timor-Leste,3096
TLS.8_1,TLS,Timor-Leste,3097
TLS.9_1,TLS,Timor-Leste,3098
TLS.10_1,TLS,Timor-Leste,3087
TLS.11_1,TLS,Timor-Leste,3088
TLS.12_1,TLS,Timor-Leste,3089
TLS.13_1,TLS,Timor-Leste,3090
TON.1_1,TON,Tonga,3099
TON.2_1,TON,Tonga,3100
TON.3_1,TON,Tonga,3101
TON.4_1,TON,Tonga,3102
TON.5_1,TON,Tonga,3103
TTO.1_1,TTO,Trinidad and Tobago,3104
TTO.2_1,TTO,Trinidad and Tobago,3111
TTO.3_1,TTO,Trinidad and Tobago,3112
TTO.4_1,TTO,Trinidad and Tobago,3113
TTO.5_1,TTO,Trinidad and Tobago,3114
TTO.6_1,TTO,Trinidad and Tobago,3115
TTO.7_1,TTO,Trinidad and Tobago,3116
TTO.8_1,TTO,Trinidad and Tobago,3117
TTO.9_1,TTO,Trinidad and Tobago,3118
TTO.10_1,TTO,Trinidad and Tobago,3105
TTO.11_1,TTO,Trinidad and Tobago,3106
TTO.12_1,TTO,Trinidad and Tobago,3107
TTO.13_1,TTO,Trinidad and Tobago,3108
TTO.14_1,TTO,Trinidad and Tobago,3109
TTO.15_1,TTO,Trinidad and Tobago,3110
TUN.1_1,TUN,Tunisia,3119
TUN.2_1,TUN,Tunisia,3130
TUN.3_1,TUN,Tunisia,3136
TUN.4_1,TUN,Tunisia,3137
TUN.5_1,TUN,Tunisia,3138
TUN.6_1,TUN,Tunisia,3139
TUN.7_1,TUN,Tunisia,3140
TUN.8_1,TUN,Tunisia,3141
TUN.9_1,TUN,Tunisia,3142
TUN.10_1,TUN,Tunisia,3120
TUN.11_1,TUN,Tunisia,3121
TUN.12_1,TUN,Tunisia,3122
TUN.13_1,TUN,Tunisia,3123
TUN.14_1,TUN,Tunisia,3124
TUN.15_1,TUN,Tunisia,3125
TUN.16_1,TUN,Tunisia,3126
TUN.17_1,TUN,Tunisia,3127
TUN.18_1,TUN,Tunisia,3128
TUN.19_1,TUN,Tunisia,3129
TUN.20_1,TUN,Tunisia,3131
TUN.21_1,TUN,Tunisia,3132
TUN.22_1,TUN,Tunisia,3133
TUN.23_1,TUN,Tunisia,3134
TUN.24_1,TUN,Tunisia,3135
TUR.1_1,TUR,Turkey,3143
TUR.2_1,TUR,Turkey,3154
TUR.3_1,TUR,Turkey,3165
TUR.4_1,TUR,Turkey,3176
TUR.5_1,TUR,Turkey,3187
TUR.6_1,TUR,Turkey,3198
TUR.7_1,TUR,Turkey,3209
TUR.8_1,TUR,Turkey,3220
TUR.9_1,TUR,Turkey,3223
TUR.10_1,TUR,Turkey,3144
TUR.11_1,TUR,Turkey,3145
TUR.12_1,TUR,Turkey,3146
TUR.13_1,TUR,Turkey,3147
TUR.14_1,TUR,Turkey,3148
TUR.15_1,TUR,Turkey,3149
TUR.16_1,TUR,Turkey,3150
TUR.17_1,TUR,Turkey,3151
TUR.18_1,TUR,Turkey,3152
TUR.19_1,TUR,Turkey,3153
TUR.20_1,TUR,Turkey,3155
TUR.21_1,TUR,Turkey,3156
TUR.22_1,TUR,Turkey,3157
TUR.23_1,TUR,Turkey,3158
TUR.24_1,TUR,Turkey,3159
TUR.25_1,TUR,Turkey,3160
TUR.26_1,TUR,Turkey,3161
TUR.27_1,TUR,Turkey,3162
TUR.28_1,TUR,Turkey,3163
TUR.29_1,TUR,Turkey,3164
TUR.30_1,TUR,Turkey,3166
TUR.31_1,TUR,Turkey,3167
TUR.32_1,TUR,Turkey,3168
TUR.33_1,TUR,Turkey,3169
TUR.34_1,TUR,Turkey,3170
TUR.35_1,TUR,Turkey,3171
TUR.36_1,TUR,Turkey,3172
TUR.37_1,TUR,Turkey,3173
TUR.38_1,TUR,Turkey,3174
TUR.39_1,TUR,Turkey,3175
TUR.40_1,TUR,Turkey,3177
TUR.41_1,TUR,Turkey,3178
TUR.42_1,TUR,Turkey,3179
TUR.43_1,TUR,Turkey,3180
TUR.44_1,TUR,Turkey,3181
TUR.45_1,TUR,Turkey,3182
TUR.46_1,TUR,Turkey,3183
TUR.47_1,TUR,Turkey,3184
TUR.48_1,TUR,Turkey,3185
TUR.49_1,TUR,Turkey,3186
TUR.50_1,TUR,Turkey,3188
TUR.51_1,TUR,Turkey,3189
TUR.52_1,TUR,Turkey,3190
TUR.53_1,TUR,Turkey,3191
TUR.54_1,TUR,Turkey,3192
TUR.55_1,TUR,Turkey,3193
TUR.56_1,TUR,Turkey,3194
TUR.57_1,TUR,Turkey,3195
TUR.58_1,TUR,Turkey,3196
TUR.59_1,TUR,Turkey,3197
TUR.60_1,TUR,Turkey,3199
TUR.61_1,TUR,Turkey,3200
TUR.62_1,TUR,Turkey,3201
TUR.63_1,TUR,Turkey,3202
TUR.64_1,TUR,Turkey,3203
TUR.65_1,TUR,Turkey,3204
TUR.66_1,TUR,Turkey,3205
TUR.67_1,TUR,Turkey,3206
TUR.68_1,TUR,Turkey,3207
TUR.69_1,TUR,Turkey,3208
TUR.70_1,TUR,Turkey,3210
TUR.71_1,TUR,Turkey,3211
TUR.72_1,TUR,Turkey,3212
TUR.73_1,TUR,Turkey,3213
TUR.74_1,TUR,Turkey,3214
TUR.75_1,TUR,Turkey,3215
TUR.76_1,TUR,Turkey,3216
TUR.77_1,TUR,Turkey,3217
TUR.78_1,TUR,Turkey,3218
TUR.79_1,TUR,Turkey,3219
TUR.80_1,TUR,Turkey,3221
TUR.81_1,TUR,Turkey,3222
TUV.1_1,TUV,Tuvalu,3224
TUV.2_1,TUV,Tuvalu,3225
TUV.3_1,TUV,Tuvalu,3226
TUV.4_1,TUV,Tuvalu,3227
TUV.5_1,TUV,Tuvalu,3228
TUV.6_1,TUV,Tuvalu,3229
TUV.7_1,TUV,Tuvalu,3230
TUV.8_1,TUV,Tuvalu,3231
TUV.9_1,TUV,Tuvalu,3232
TWN.1_1,TWN,Taiwan,3233
TWN.2_1,TWN,Taiwan,3234
TWN.3_1,TWN,Taiwan,3235
TWN.4_1,TWN,Taiwan,3236
TWN.5_1,TWN,Taiwan,3237
TWN.6_1,TWN,Taiwan,3238
TWN.7_1,TWN,Taiwan,3239
TZA.1_1,TZA,Tanzania,3240
TZA.2_1,TZA,Tanzania,3251
TZA.3_1,TZA,Tanzania,3262
TZA.4_1,TZA,Tanzania,3264
TZA.5_1,TZA,Tanzania,3265
TZA.6_1,TZA,Tanzania,3266
TZA.7_1,TZA,Tanzania,3267
TZA.8_1,TZA,Tanzania,3268
TZA.9_1,TZA,Tanzania,3269
TZA.10_1,TZA,Tanzania,3241
TZA.11_1,TZA,Tanzania,3242
TZA.12_1,TZA,Tanzania,3243
TZA.13_1,TZA,Tanzania,3244
TZA.14_1,TZA,Tanzania,3245
TZA.15_1,TZA,Tanzania,3246
TZA.16_1,TZA,Tanzania,3247
TZA.17_1,TZA,Tanzania,3248
TZA.18_1,TZA,Tanzania,3249
TZA.19_1,TZA,Tanzania,3250
TZA.20_1,TZA,Tanzania,3252
TZA.21_1,TZA,Tanzania,3253
TZA.22_1,TZA,Tanzania,3254
TZA.23_1,TZA,Tanzania,3255
TZA.24_1,TZA,Tanzania,3256
TZA.25_1,TZA,Tanzania,3257
TZA.26_1,TZA,Tanzania,3258
TZA.27_1,TZA,Tanzania,3259
TZA.28_1,TZA,Tanzania,3260
TZA.29_1,TZA,Tanzania,3261
TZA.30_1,TZA,Tanzania,3263
UGA.1_1,UGA,Uganda,3270
UGA.2_1,UGA,Uganda,3281
UGA.3_1,UGA,Uganda,3292
UGA.4_1,UGA,Uganda,3303
UGA.5_1,UGA,Uganda,3314
UGA.6_1,UGA,Uganda,3324
UGA.7_1,UGA,Uganda,3325
UGA.8_1,UGA,Uganda,3326
UGA.9_1,UGA,Uganda,3327
UGA.10_1,UGA,Uganda,3271
UGA.11_1,UGA,Uganda,3272
UGA.12_1,UGA,Uganda,3273
UGA.13_1,UGA,Uganda,3274
UGA.14_1,UGA,Uganda,3275
UGA.15_1,UGA,Uganda,3276
UGA.16_1,UGA,Uganda,3277
UGA.17_1,UGA,Uganda,3278
UGA.18_1,UGA,Uganda,3279
UGA.19_1,UGA,Uganda,3280
UGA.20_1,UGA,Uganda,3282
UGA.21_1,UGA,Uganda,3283
UGA.22_1,UGA,Uganda,3284
UGA.23_1,UGA,Uganda,3285
UGA.24_1,UGA,Uganda,3286
UGA.25_1,UGA,Uganda,3287
UGA.26_1,UGA,Uganda,3288
UGA.27_1,UGA,Uganda,3289
UGA.28_1,UGA,Uganda,3290
UGA.29_1,UGA,Uganda,3291
UGA.30_1,UGA,Uganda,3293
UGA.31_1,UGA,Uganda,3294
UGA.32_1,UGA,Uganda,3295
UGA.33_1,UGA,Uganda,3296
UGA.34_1,UGA,Uganda,3297
UGA.35_1,UGA,Uganda,3298
UGA.36_1,UGA,Uganda,3299
UGA.37_1,UGA,Uganda,3300
